customer_id,cycle_start,cycle_end,billing_amount,last_payment_days_ago,plan_tier,tenure_months,monthly_usage_hours,active_days,login_count,avg_session_min,device_count,add_on_count,support_tickets,sla_breaches,promotions_redeemed,email_opens,email_clicks,last_campaign_days_ago,nps_score,region,is_autopay,is_discounted,has_family_bundle,churned_next_cycle
CUST_000044,2024-01-01,2024-01-31,28.43,15.6,Basic,7.5,53.8,17,28,30.9,2,0,1,0,0,2,1,12.6,8.7,North,False,False,False,0
CUST_000045,2024-01-01,2024-01-31,40.87,24.6,Standard,5.7,33.5,20,14,19.0,3,1,0,0,1,0,0,3.2,7.6,West,True,False,False,0
CUST_000046,2024-01-01,2024-01-31,55.17,15.4,Standard,31.1,13.8,18,17,30.2,2,1,1,0,0,2,0,3.2,5.5,West,True,False,False,0
CUST_000047,2024-01-01,2024-01-31,35.55,11.6,Basic,1.5,16.0,20,8,25.3,2,2,0,0,2,3,1,14.1,5.5,East,False,False,False,1
CUST_000048,2024-01-01,2024-01-31,69.32,21.1,Standard,7.7,26.6,19,3,37.1,1,2,0,0,0,3,0,6.9,7.3,South,True,False,False,0
CUST_000049,2024-01-01,2024-01-31,87.35,2.9,Premium,60.0,111.0,16,9,30.7,2,1,0,0,1,4,2,3.7,8.2,East,True,False,True,0
CUST_000050,2024-01-01,2024-01-31,44.39,17.8,Standard,12.7,26.1,17,21,22.9,2,3,0,0,0,1,0,21.8,10.0,North,False,False,False,0
CUST_000051,2024-01-01,2024-01-31,26.89,21.4,Basic,10.8,47.8,16,29,24.7,4,1,0,0,3,2,0,6.2,6.7,North,True,False,False,0
CUST_000052,2024-01-01,2024-01-31,124.52,15.2,Premium,27.7,17.3,17,11,31.8,3,0,0,0,0,3,1,14.9,6.0,East,True,True,False,0
CUST_000053,2024-01-01,2024-01-31,21.6,14.3,Basic,19.5,10.5,16,6,31.1,6,0,0,0,1,2,2,9.5,9.6,West,False,False,False,0
CUST_000054,2024-01-01,2024-01-31,21.07,27.7,Basic,51.6,7.0,15,37,34.1,3,2,1,0,1,3,2,8.3,6.8,East,False,False,False,0
CUST_000055,2024-01-01,2024-01-31,107.13,12.1,Premium,21.0,22.4,20,25,12.8,4,1,1,0,0,2,1,5.3,4.1,North,False,False,False,0
CUST_000056,2024-01-01,2024-01-31,31.46,16.9,Basic,21.4,15.8,22,17,50.6,3,0,0,0,0,3,0,9.1,8.4,West,False,True,False,0
CUST_000057,2024-01-01,2024-01-31,119.98,3.1,Premium,23.9,81.2,21,10,14.2,2,2,1,0,1,1,0,1.4,3.2,West,True,False,False,0
CUST_000058,2024-01-01,2024-01-31,54.2,0.9,Standard,1.5,46.8,17,2,32.8,2,1,1,0,1,3,0,10.9,5.9,North,True,False,False,1
CUST_000059,2024-01-01,2024-01-31,62.01,53.6,Standard,59.5,5.3,12,5,19.7,2,2,1,0,0,1,0,6.1,8.3,East,True,False,False,1
CUST_000060,2024-01-01,2024-01-31,41.64,0.8,Basic,11.9,17.3,17,15,45.1,3,2,0,0,1,2,0,7.7,7.6,West,False,False,True,0
CUST_000061,2024-01-01,2024-01-31,35.27,15.1,Basic,12.4,59.9,20,14,19.3,3,1,0,0,1,3,1,7.0,6.3,North,False,False,True,0
CUST_000062,2024-01-01,2024-01-31,71.86,19.1,Standard,60.0,9.6,19,3,29.3,3,2,0,0,1,2,1,1.1,5.0,South,False,False,True,0
CUST_000063,2024-01-01,2024-01-31,26.69,2.0,Basic,4.9,42.9,19,36,37.6,3,0,0,0,1,2,0,27.9,6.0,East,True,False,True,0
CUST_000064,2024-01-01,2024-01-31,65.75,7.2,Standard,36.9,33.8,18,2,22.6,3,2,0,0,2,1,0,1.2,6.1,West,False,False,False,0
CUST_000065,2024-01-01,2024-01-31,40.68,35.0,Standard,21.9,24.6,17,7,22.0,3,0,0,0,1,4,0,21.1,7.1,North,False,False,False,0
CUST_000066,2024-01-01,2024-01-31,50.98,4.1,Standard,15.3,65.8,15,11,21.5,1,0,1,0,2,1,0,1.5,7.1,East,True,False,False,1
CUST_000067,2024-01-01,2024-01-31,86.26,0.6,Premium,5.8,34.8,20,14,12.6,4,2,0,0,0,4,2,5.3,7.4,North,True,False,True,0
CUST_000068,2024-01-01,2024-01-31,56.02,6.9,Standard,42.9,16.8,22,18,26.5,3,2,1,0,0,2,0,23.3,7.3,East,True,False,False,1
CUST_000069,2024-01-01,2024-01-31,39.94,19.6,Standard,1.2,4.4,18,0,18.5,3,1,0,0,1,4,0,4.7,8.1,West,True,False,False,0
CUST_000070,2024-01-01,2024-01-31,47.73,5.6,Standard,3.3,10.6,17,20,20.7,1,2,0,0,0,2,2,1.7,5.4,South,True,True,True,0
CUST_000071,2024-01-01,2024-01-31,51.49,7.3,Standard,1.0,23.2,17,35,27.3,1,0,1,0,2,2,0,4.3,4.9,North,True,False,True,0
CUST_000072,2024-01-01,2024-01-31,29.61,11.7,Basic,15.6,19.9,17,16,12.7,4,2,0,0,0,5,2,14.3,8.0,West,True,False,False,0
CUST_000073,2024-01-01,2024-01-31,55.62,1.7,Standard,8.8,12.0,12,10,30.2,3,1,0,0,0,3,1,16.3,8.3,East,False,False,False,0
CUST_000074,2024-01-01,2024-01-31,35.3,21.8,Basic,5.9,13.1,17,35,32.3,1,0,1,0,0,2,0,0.8,8.0,South,False,False,True,1
CUST_000075,2024-01-01,2024-01-31,55.71,9.7,Standard,12.5,38.7,19,6,17.3,3,1,2,0,0,5,2,1.5,5.1,South,True,False,False,0
CUST_000076,2024-01-01,2024-01-31,28.64,4.8,Basic,26.9,62.0,17,1,16.8,2,1,0,0,1,2,0,33.3,9.2,North,False,False,False,0
CUST_000077,2024-01-01,2024-01-31,53.58,5.3,Standard,1.7,22.4,17,0,30.2,2,1,2,0,1,2,0,2.4,5.4,South,True,False,True,0
CUST_000078,2024-01-01,2024-01-31,62.63,18.7,Standard,19.3,19.3,17,6,28.8,2,1,1,0,0,3,0,7.6,5.2,South,True,True,True,1
CUST_000079,2024-01-01,2024-01-31,32.0,0.3,Basic,16.3,0.8,17,7,32.2,3,0,0,0,0,2,0,5.1,8.4,West,False,False,True,0
CUST_000080,2024-01-01,2024-01-31,23.32,3.3,Basic,6.5,40.5,16,12,25.2,2,1,1,0,1,3,1,0.1,7.5,East,True,False,False,0
CUST_000081,2024-01-01,2024-01-31,48.06,11.9,Standard,17.9,28.1,20,13,19.7,1,4,0,0,0,0,0,9.0,7.4,North,True,True,False,0
CUST_000082,2024-01-01,2024-01-31,65.13,4.3,Standard,1.4,35.1,14,57,25.3,3,1,2,0,0,3,0,0.3,8.1,North,True,False,False,0
CUST_000083,2024-01-01,2024-01-31,41.72,12.5,Standard,11.8,30.5,14,99,11.6,2,0,3,0,0,2,1,7.3,3.8,East,True,False,True,0
CUST_000084,2024-01-01,2024-01-31,29.19,6.0,Basic,25.6,21.5,18,13,34.2,4,0,0,0,1,1,0,5.5,9.5,West,False,False,False,0
CUST_000085,2024-01-01,2024-01-31,31.78,0.0,Basic,1.0,40.9,13,5,1.0,6,2,0,0,0,5,0,15.2,8.7,North,False,False,False,1
CUST_000086,2024-01-01,2024-01-31,68.74,40.5,Premium,15.8,5.1,16,2,32.9,6,1,0,0,0,7,2,0.3,4.4,West,False,False,False,1
CUST_000087,2024-01-01,2024-01-31,37.28,29.8,Basic,32.9,5.6,16,15,21.4,3,1,1,0,0,3,1,11.2,4.8,West,True,False,False,1
CUST_000088,2024-01-01,2024-01-31,46.75,8.5,Standard,1.0,57.9,16,10,9.8,3,0,0,0,1,1,0,0.7,9.2,North,True,False,True,0
CUST_000089,2024-01-01,2024-01-31,36.37,9.9,Basic,13.2,67.3,19,8,18.9,3,1,0,0,1,4,0,3.8,7.4,East,True,False,False,0
CUST_000090,2024-01-01,2024-01-31,71.88,4.4,Standard,5.7,21.1,17,22,27.8,4,1,0,0,0,4,3,10.2,7.0,North,True,False,True,0
CUST_000091,2024-01-01,2024-01-31,40.17,9.2,Standard,5.0,32.6,20,4,30.7,5,1,0,0,2,2,1,4.6,7.2,North,False,False,False,1
CUST_000092,2024-01-01,2024-01-31,63.04,8.8,Standard,40.6,7.0,19,11,31.9,2,0,2,0,1,2,0,21.3,6.0,East,True,True,True,0
CUST_000093,2024-01-01,2024-01-31,41.49,36.8,Standard,30.3,9.3,18,8,16.7,7,0,0,0,0,4,0,2.6,7.4,North,False,True,False,0
CUST_000094,2024-01-01,2024-01-31,20.92,6.6,Basic,2.3,27.2,22,0,42.4,4,2,0,0,0,3,0,20.4,5.5,West,True,False,True,0
CUST_000095,2024-01-01,2024-01-31,44.38,10.6,Standard,18.0,19.0,17,4,17.1,3,2,0,0,0,0,0,4.1,10.0,East,True,False,False,0
CUST_000096,2024-01-01,2024-01-31,48.73,11.7,Standard,28.2,23.3,19,32,35.2,3,0,1,0,0,1,0,6.2,6.4,West,False,True,False,0
CUST_000097,2024-01-01,2024-01-31,55.24,22.8,Standard,23.1,39.9,25,32,13.6,7,0,1,0,1,3,1,2.3,7.3,East,False,False,False,0
CUST_000098,2024-01-01,2024-01-31,23.93,23.9,Basic,6.8,25.3,22,23,34.0,4,1,0,0,0,4,0,5.7,5.0,East,True,False,True,0
CUST_000099,2024-01-01,2024-01-31,22.24,4.3,Basic,1.0,32.4,17,7,9.4,3,1,2,0,0,1,1,8.4,8.5,West,True,False,True,0
CUST_000100,2024-01-01,2024-01-31,42.4,13.0,Standard,6.8,39.1,23,36,38.3,6,1,1,0,2,4,1,1.8,4.1,West,False,False,False,0
CUST_000101,2024-01-01,2024-01-31,62.72,0.3,Standard,12.5,13.2,17,3,20.1,3,0,1,0,0,7,0,21.3,7.8,East,False,True,False,0
CUST_000102,2024-01-01,2024-01-31,49.7,54.4,Standard,38.6,21.9,20,32,27.1,2,0,1,0,4,2,0,36.1,5.7,North,True,True,True,1
CUST_000103,2024-01-01,2024-01-31,87.91,1.0,Premium,25.6,14.9,20,2,35.5,3,1,0,0,0,2,1,6.7,6.9,South,True,False,True,1
CUST_000104,2024-01-01,2024-01-31,52.37,11.6,Standard,1.5,22.8,16,17,18.6,3,1,1,0,0,4,1,1.9,9.5,South,False,True,True,0
CUST_000105,2024-01-01,2024-01-31,56.27,3.7,Standard,15.1,31.2,17,3,9.8,3,0,0,0,1,5,1,3.1,7.2,West,True,False,True,0
CUST_000106,2024-01-01,2024-01-31,112.42,5.2,Premium,1.0,14.6,19,1,29.6,5,0,0,0,0,3,1,9.5,1.5,East,True,False,True,1
CUST_000107,2024-01-01,2024-01-31,50.09,0.8,Standard,43.5,26.1,15,3,19.9,1,1,0,0,0,2,0,4.9,6.1,West,False,False,False,0
CUST_000108,2024-01-01,2024-01-31,36.72,5.7,Basic,1.2,13.5,23,65,32.5,3,0,2,0,0,4,2,18.0,9.0,East,False,False,False,1
CUST_000109,2024-01-01,2024-01-31,29.8,16.3,Basic,49.3,31.8,13,11,13.5,6,0,0,0,0,5,0,17.8,5.1,South,False,False,True,0
CUST_000110,2024-01-01,2024-01-31,53.57,19.8,Standard,2.3,3.2,18,3,24.3,3,2,0,0,2,6,0,1.9,4.7,North,True,False,False,1
CUST_000111,2024-01-01,2024-01-31,41.24,4.4,Basic,15.1,23.7,22,1,29.5,2,2,1,0,1,4,0,1.3,4.0,West,True,False,False,0
CUST_000112,2024-01-01,2024-01-31,50.72,8.1,Standard,48.9,1.1,17,70,18.4,3,0,0,0,0,3,0,10.7,9.3,West,True,False,False,0
CUST_000113,2024-01-01,2024-01-31,22.01,32.6,Basic,1.3,8.2,18,5,22.1,4,0,0,0,1,6,1,3.7,7.5,East,False,False,False,1
CUST_000114,2024-01-01,2024-01-31,19.84,60.0,Basic,15.3,23.2,19,22,29.2,3,0,2,0,0,3,2,0.9,4.4,South,True,False,False,0
CUST_000115,2024-01-01,2024-01-31,20.99,0.8,Basic,9.0,8.9,23,36,28.4,4,0,1,0,0,2,0,4.7,5.6,North,True,False,False,0
CUST_000116,2024-01-01,2024-01-31,30.42,30.7,Basic,14.4,15.2,16,53,31.6,2,2,0,0,0,2,0,5.3,4.9,East,True,False,True,1
CUST_000117,2024-01-01,2024-01-31,20.25,4.1,Basic,20.5,10.8,20,43,31.1,5,2,1,0,0,4,1,5.3,4.6,North,True,False,True,0
CUST_000118,2024-01-01,2024-01-31,33.48,3.5,Basic,10.0,47.6,16,0,30.4,4,0,1,0,2,2,0,2.7,9.4,East,False,False,False,0
CUST_000119,2024-01-01,2024-01-31,42.46,9.4,Standard,17.7,30.9,22,26,15.1,3,2,0,0,1,1,0,9.2,4.4,South,True,True,False,1
CUST_000120,2024-01-01,2024-01-31,83.89,0.0,Premium,7.5,10.2,17,46,35.4,1,0,1,0,0,4,1,1.1,8.3,South,True,False,False,0
CUST_000121,2024-01-01,2024-01-31,58.55,11.9,Standard,9.3,7.4,18,38,17.4,5,1,1,0,0,3,0,10.0,9.8,West,True,False,False,0
CUST_000122,2024-01-01,2024-01-31,63.24,8.8,Standard,2.5,36.8,16,19,28.6,1,0,0,0,0,2,2,2.7,10.0,East,True,False,True,0
CUST_000123,2024-01-01,2024-01-31,72.05,15.4,Premium,18.3,9.3,17,45,33.3,4,1,1,0,0,3,2,1.3,6.3,West,True,False,False,0
CUST_000124,2024-01-01,2024-01-31,81.11,1.8,Premium,15.8,26.6,17,121,3.7,4,0,0,0,0,3,1,13.3,7.8,North,False,False,True,1
CUST_000125,2024-01-01,2024-01-31,31.64,5.3,Basic,4.2,29.3,16,15,35.3,4,2,0,0,2,2,0,7.3,10.0,West,True,True,False,0
CUST_000126,2024-01-01,2024-01-31,103.22,3.7,Premium,15.6,14.1,17,9,21.0,5,2,0,0,1,0,0,2.0,9.3,East,True,False,True,0
CUST_000127,2024-01-01,2024-01-31,63.21,0.8,Standard,1.1,41.0,18,3,13.6,4,0,0,0,0,4,1,10.4,7.3,East,True,True,True,0
CUST_000128,2024-01-01,2024-01-31,107.55,1.2,Premium,1.0,4.8,12,23,26.2,2,0,1,0,0,4,0,11.3,7.2,East,True,True,True,0
CUST_000129,2024-01-01,2024-01-31,61.89,57.4,Standard,14.3,11.3,11,5,11.9,3,1,2,0,2,4,2,1.7,5.4,South,True,False,False,1
CUST_000130,2024-01-01,2024-01-31,126.69,2.6,Premium,53.7,15.3,18,10,13.3,6,0,0,0,0,3,0,7.2,7.7,South,True,False,True,0
CUST_000131,2024-01-01,2024-01-31,28.64,34.0,Basic,6.1,39.6,18,1,26.2,5,0,1,0,0,0,0,8.1,7.4,West,True,False,True,1
CUST_000132,2024-01-01,2024-01-31,53.57,24.0,Standard,16.0,5.8,19,33,25.9,6,0,0,0,1,0,0,1.5,10.0,East,False,False,False,0
CUST_000133,2024-01-01,2024-01-31,57.1,17.6,Standard,35.3,43.7,19,4,32.9,4,1,2,0,0,2,1,4.6,7.0,South,False,False,True,0
CUST_000134,2024-01-01,2024-01-31,105.18,24.8,Premium,25.0,22.7,22,13,29.6,1,0,0,0,2,4,1,30.4,10.0,East,False,False,False,0
CUST_000135,2024-01-01,2024-01-31,66.46,0.8,Standard,7.2,22.3,21,24,28.4,6,3,1,0,0,3,1,5.2,8.2,East,False,False,False,0
CUST_000136,2024-01-01,2024-01-31,40.63,11.8,Basic,39.1,6.6,14,7,32.9,3,0,1,0,0,2,0,5.5,7.0,East,False,False,False,1
CUST_000137,2024-01-01,2024-01-31,37.49,38.0,Basic,27.7,8.2,16,14,1.8,1,0,0,0,0,1,0,1.3,8.0,North,True,False,False,0
CUST_000138,2024-01-01,2024-01-31,28.16,7.5,Basic,12.9,15.3,11,5,28.3,4,3,0,0,0,4,2,5.2,6.6,West,False,False,False,1
CUST_000139,2024-01-01,2024-01-31,92.56,31.3,Premium,4.8,12.7,20,16,17.4,2,0,0,0,0,2,1,24.0,4.9,South,False,True,False,1
CUST_000140,2024-01-01,2024-01-31,89.02,5.0,Premium,3.8,21.3,24,14,27.2,3,1,3,0,0,3,1,3.2,7.1,West,True,False,False,1
CUST_000141,2024-01-01,2024-01-31,79.61,22.4,Premium,56.1,18.1,21,28,13.2,2,2,0,0,2,2,1,3.6,4.5,East,True,True,True,0
CUST_000142,2024-01-01,2024-01-31,59.21,17.3,Standard,18.5,16.7,16,3,30.3,2,1,0,0,0,2,0,26.0,5.6,North,True,True,False,1
CUST_000143,2024-01-01,2024-01-31,84.17,7.0,Premium,3.2,49.9,18,4,26.2,4,1,0,0,0,5,0,16.7,8.5,West,False,False,False,0
CUST_000144,2024-01-01,2024-01-31,63.66,9.0,Standard,7.5,62.9,15,10,32.1,2,3,0,0,0,2,1,12.3,5.7,East,False,False,False,0
CUST_000145,2024-01-01,2024-01-31,41.13,6.3,Standard,5.2,48.6,21,26,29.6,3,2,0,0,1,2,0,7.7,5.8,West,True,True,False,0
CUST_000146,2024-01-01,2024-01-31,22.01,19.4,Basic,18.2,39.3,17,11,6.2,2,2,3,0,1,4,0,7.3,7.7,West,True,False,False,0
CUST_000147,2024-01-01,2024-01-31,72.71,6.0,Premium,4.0,83.8,20,16,17.3,1,2,0,0,0,0,0,0.8,10.0,South,False,False,True,0
CUST_000148,2024-01-01,2024-01-31,76.99,0.7,Premium,2.0,69.6,18,2,25.3,1,0,0,0,0,3,0,35.1,3.3,South,True,False,True,0
CUST_000149,2024-01-01,2024-01-31,58.4,10.0,Standard,36.1,13.4,16,6,46.5,4,2,0,0,0,3,1,5.2,5.1,North,False,False,True,0
CUST_000150,2024-01-01,2024-01-31,68.63,3.8,Standard,38.1,18.1,14,28,17.3,4,0,1,0,0,0,0,0.9,6.2,North,True,False,False,0
CUST_000151,2024-01-01,2024-01-31,95.29,24.0,Premium,13.9,9.2,20,8,39.2,4,0,1,0,0,1,0,5.9,9.4,South,False,False,False,0
CUST_000152,2024-01-01,2024-01-31,20.32,13.7,Basic,24.4,7.6,19,1,24.0,6,1,0,0,1,4,1,0.9,7.3,South,True,False,False,0
CUST_000153,2024-01-01,2024-01-31,42.48,5.2,Standard,35.8,49.5,15,16,22.8,5,2,0,0,1,3,0,12.7,5.8,South,True,True,False,1
CUST_000154,2024-01-01,2024-01-31,18.8,21.5,Basic,6.0,16.8,17,11,28.6,3,1,0,0,1,3,1,5.2,8.4,West,False,False,False,0
CUST_000155,2024-01-01,2024-01-31,28.94,12.7,Basic,60.0,21.2,20,7,13.3,5,1,0,0,1,0,0,19.2,6.4,South,False,True,False,0
CUST_000156,2024-01-01,2024-01-31,47.23,8.5,Standard,12.4,28.0,17,9,44.3,4,2,1,0,0,5,0,6.1,7.3,South,False,False,False,1
CUST_000157,2024-01-01,2024-01-31,89.87,20.0,Premium,9.0,42.8,18,7,22.1,2,2,0,0,0,0,0,11.4,6.8,South,True,False,False,0
CUST_000158,2024-01-01,2024-01-31,44.17,3.7,Standard,22.7,27.9,20,36,18.4,2,1,0,0,1,2,0,30.9,6.2,North,True,False,False,0
CUST_000159,2024-01-01,2024-01-31,20.58,0.9,Basic,29.0,25.9,15,37,7.5,3,3,0,0,0,0,0,1.7,9.1,South,False,False,False,0
CUST_000160,2024-01-01,2024-01-31,47.99,10.2,Standard,25.1,45.6,18,19,7.0,4,2,0,0,0,2,0,0.3,7.8,North,True,False,False,0
CUST_000161,2024-01-01,2024-01-31,27.51,9.4,Basic,18.3,9.3,16,3,26.4,5,0,0,0,0,4,0,4.2,5.8,South,True,False,False,0
CUST_000162,2024-01-01,2024-01-31,27.79,15.8,Basic,60.0,42.9,13,1,30.1,4,1,1,0,1,2,0,4.4,5.7,South,False,False,False,0
CUST_000163,2024-01-01,2024-01-31,58.61,16.7,Standard,20.7,13.0,23,18,21.3,3,1,2,0,0,4,1,2.1,8.1,North,False,False,False,1
CUST_000164,2024-01-01,2024-01-31,33.92,14.7,Basic,3.7,58.5,19,18,27.9,2,0,0,0,0,3,0,15.2,8.7,West,True,False,False,0
CUST_000165,2024-01-01,2024-01-31,76.42,18.7,Premium,21.9,17.1,19,63,32.6,4,1,0,0,1,3,0,4.4,4.5,North,True,False,False,1
CUST_000166,2024-01-01,2024-01-31,36.51,1.5,Basic,15.0,40.9,13,12,27.7,1,0,2,0,0,1,0,10.7,7.7,North,True,False,False,0
CUST_000167,2024-01-01,2024-01-31,62.04,58.6,Standard,13.9,49.0,15,95,23.9,5,2,0,0,1,3,1,10.0,4.9,South,False,False,True,0
CUST_000168,2024-01-01,2024-01-31,31.14,0.3,Basic,23.0,64.9,16,5,10.7,4,0,1,0,2,3,0,0.9,9.9,North,False,False,True,0
